Game,Date,A,B,C,D,E,F
1,07/11/2009,7,10,20,21,28,34
3,14/11/2009,2,3,4,11,16,34
5,21/11/2009,8,15,21,22,28,31
7,28/11/2009,3,11,12,26,32,38
9,05/12/2009,5,10,14,26,37,39
11,12/12/2009,26,27,29,30,36,39
13,19/12/2009,1,7,25,31,38,40
15,26/12/2009,7,8,9,15,18,30
